Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,Referral Fee %,"New, 3rd Party FBM: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Amazon offer),Custom_SKU,Google_Search_Link,Match,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List,Blacklisted,Buy Box 🚚: Stock,"New, 3rd Party FBM 🚚: 30 days avg.",Prime Eligible (Buy Box),Buy Box : Current,Buy Box : Stock,New: Highest,Buy Bo : Current,Buy Box 🚚: Current,Unnamed: 13,Black_list,PID
Birkenstock Barbados Essentials Metallic Silver Eva EU 38 (US Women's 7-7.5) Regular,236617.0,246853.0,,,79.95,,,A1C20BH4U0AX41,1.0,B088JPCD2D,822698208496,822698208496,B07ZS6Y3S7,Birkenstock,,GB0822698208496,https://www.google.com/search?q=0822698208496+Birkenstock+Barbados+Essentials+Metallic+Silver+Eva+EU+38+%28US+Women%27s+7-7.5%29+Regular&tbm=shop,N,https://www.amazon.com/dp/B088JPCD2D?psc=1,Not Found,Not Found,,,,,N,,,$79.95,no,,,$79.95,,,,V,8415591476191806099
Birkenstock 1016790336 Arizona Ds Khaki Bf N 36,538703.0,815041.0,82.99,1.0,82.99,,,A1M5EIC3PTHQ2U,5.0,B07VF9MSC3,822698139936,822698139936,B0CLHCRYH8,Birkenstock,,GB0822698139936,https://www.google.com/search?q=0822698139936+Birkenstock+1016790336+Arizona+Ds+Khaki+Bf+N+36&tbm=shop,N,https://www.amazon.com/dp/B07VF9MSC3?psc=1,Not Found,Not Found,,,,,N,,,$86.45,no,,,$141.06,,,,V,8393628902350753912
Birkenstock Womens Arizona Black Patent Birko-flor Sandals 39 EU,389225.0,135686.0,104.81,15.0,104.81,,,A1C20BH4U0AX41,1.0,B073YSPCSD,886925576970,886925576970,,Birkenstock,,GB0886925576970,https://www.google.com/search?q=0886925576970+Birkenstock+Womens+Arizona+Black+Patent+Birko-flor+Sandals+39+EU&tbm=shop,Y,https://www.amazon.com/dp/B073YSPCSD?psc=1,"https://www.google.com/shopping/product/7041835306886606343/offers?q=0886925576970&prds=cid:7041835306886606343,cond:1",eBay - watchgrabber,86.13,146.42,162.79,,N,,,$109.33,yes,,,$128.00,,,,V,8386826269492017662
Birkenstock 1017374332 Arizona Kid Ds Camo Bf N 32,433738.0,701705.0,99.76,1.0,99.76,,,A1B43WMIJ58I3U,2.0,B08RSDYBJ9,822698290545,822698290545,B0CB7FFJWZ,Birkenstock,,GB0822698290545,https://www.google.com/search?q=0822698290545+Birkenstock+1017374332+Arizona+Kid+Ds+Camo+Bf+N+32&tbm=shop,N,https://www.amazon.com/dp/B08RSDYBJ9?psc=1,Not Found,Not Found,,,,,N,,,$98.38,no,,,$139.98,,,,V,8382811114856778569
"Papillio by Birkenstock Women's Soley Cognac, 7 Narrow",396129.0,679803.0,,,189.95,,,A1C20BH4U0AX41,1.0,B07VF88QR4,822698173602,822698173602,B083JK21X5,Birkenstock,,GB0822698173602,https://www.google.com/search?q=0822698173602+Papillio+by+Birkenstock+Women%27s+Soley+Cognac%2C+7+Narrow&tbm=shop,Y,https://www.amazon.com/dp/B07VF88QR4?psc=1,"https://www.google.com/shopping/product/5373257041996494636/offers?q=0822698173602&prds=cid:5373257041996494636,cond:1",Footprint USA,93.97,159.75,177.6,188.95,Y,,,$175.35,no,,,$200.00,,,,V,837703649288030600
"Birkenstock Women's Flatform Sandals, Silver 040413, 5.5 Narrow",394388.0,462047.0,73.0,1.0,73.0,,,A2PM2LFH21HQNQ,3.0,B000KBOPI2,"0809410146090, 4040714146096","0809410146090, 4040714146096",B073GX55DY,Birkenstock,,"GB0809410146090, 4040714146096",https://www.google.com/search?q=0809410146090%2C+4040714146096+Birkenstock+Women%27s+Flatform+Sandals%2C+Silver+040413%2C+5.5+Narrow&tbm=shop,N,https://www.amazon.com/dp/B000KBOPI2?psc=1,Not Found,Not Found,,,,,N,,,$161.66,yes,,,$230.56,,,,V,8374469306356164244
Birkenstock 1019046337 Arizona W/W/White Bf N 37,565101.0,970071.0,110.0,1.0,110.0,,,A1C20BH4U0AX41,3.0,B08P277F2P,822698706435,822698706435,B0B13TNY4F,Birkenstock,,GB0822698706435,https://www.google.com/search?q=0822698706435+Birkenstock+1019046337+Arizona+W%2FW%2FWhite+Bf+N+37&tbm=shop,Y,https://www.amazon.com/dp/B08P277F2P?psc=1,"https://www.google.com/shopping/product/9385214449605193699/offers?q=0822698706435&prds=cid:9385214449605193699,cond:1",BIRKENSTOCK,145.95,248.11,275.85,,N,,,$110.00,no,,,$210.79,,,,V,8372527446555109846
Birkenstock Women's Siena Hex Nubuck Mineral 37 N,1478715.0,1222889.0,130.0,5.0,130.0,,,A1C20BH4U0AX41,1.0,B08P29PGC3,822698974964,822698974964,B09TYD6MBF,Birkenstock,,GB0822698974964,https://www.google.com/search?q=0822698974964+Birkenstock+Women%27s+Siena+Hex+Nubuck+Mineral+37+N&tbm=shop,N,https://www.amazon.com/dp/B08P29PGC3?psc=1,Not Found,Not Found,,,,,N,,,$130.00,no,,,$145.00,,,,V,8352206419631030155
"Birkenstock Blue Footbed Casual (Sport), Medium Width, (36) Women 5-5.5",56249.0,60448.0,60.0,12.0,60.0,,,-,0.0,B002Y4CXD2,736399056204,736399056204,B005OUIPAI,Birkenstock,,GB0736399056204,https://www.google.com/search?q=0736399056204+Birkenstock+Blue+Footbed+Casual+%28Sport%29%2C+Medium+Width%2C+%2836%29+Women+5-5.5&tbm=shop,Y,https://www.amazon.com/dp/B002Y4CXD2?psc=1,"https://www.google.com/shopping/product/9156324651244149970/offers?q=0736399056204&prds=cid:9156324651244149970,cond:1",DICK'S Sporting Goods,144.99,246.48,274.03,,N,,,,yes,,,$60.00,,,,V,8351904611459416657
"Birkenstock Men's Kyoto Grip Suede Slides, Stone Coin/Black, 10 Medium US",550168.0,550168.0,169.91,1.0,169.91,,,AB8PP5ABO5Y5C,1.0,B09MSMR29R,887759581086,887759581086,B0C5X4QYSF,Birkenstock,,GB0887759581086,https://www.google.com/search?q=0887759581086+Birkenstock+Men%27s+Kyoto+Grip+Suede+Slides%2C+Stone+Coin%2FBlack%2C+10+Medium+US&tbm=shop,N,https://www.amazon.com/dp/B09MSMR29R?psc=1,Not Found,Not Found,,,,,N,,,$169.91,no,,,$169.91,,,,V,8350675006192316568
"Birkenstock Men's Clogs, Black, 7",377611.0,439175.0,,,174.36,,,A2PM2LFH21HQNQ,1.0,B0013W9HKI,4.01E+12,4013871900429,B097NZSS18,Birkenstock,,GB4013871900429,https://www.google.com/search?q=4013871900429+Birkenstock+Men%27s+Clogs%2C+Black%2C+7&tbm=shop,N,https://www.amazon.com/dp/B0013W9HKI?psc=1,Not Found,Not Found,,,,,N,,,$150.54,no,,,$229.95,,,,V,832319382077303716
"Birkenstock Buckley Shearling Narrow Unisex Shoes Size 8, Color: Tea",499384.0,396528.0,180.0,1.0,180.0,,,-,3.0,B08C4TCBKT,822698499269,822698499269,B0C2VGKD7H,Birkenstock,,GB0822698499269,https://www.google.com/search?q=0822698499269+Birkenstock+Buckley+Shearling+Narrow+Unisex+Shoes+Size+8%2C+Color%3A+Tea&tbm=shop,Y,https://www.amazon.com/dp/B08C4TCBKT?psc=1,"https://www.google.com/shopping/product/17197868709751306847/offers?q=0822698499269&prds=cid:17197868709751306847,cond:1",Not Found,,,,,N,,,$170.06,no,,,$309.00,,,,V,8314908155371879041
Birkenstock Unisex Arizona Brown Birko Flor Sandals - 12-12.5 D(M) US Men,413792.0,154747.0,,,,,,-,,B000K9YZJ8,4.01E+12,4013871064244,,Birkenstock,,GB4013871064244,https://www.google.com/search?q=4013871064244+Birkenstock+Unisex+Arizona+Brown+Birko+Flor+Sandals+-+12-12.5+D%28M%29+US+Men&tbm=shop,N,https://www.amazon.com/dp/B000K9YZJ8?psc=1,Not Found,Not Found,,,,,N,,,$135.00,yes,,,$199.95,,,,V,8304953908123998312
Boston,2234934.0,2302647.0,137.36,1.0,137.36,,,AB8PP5ABO5Y5C,4.0,B0057UDTL0,4.04E+12,4040714997360,B0CRCTQSFX,Birkenstock,,GB4040714997360,https://www.google.com/search?q=4040714997360+Boston&tbm=shop,N,https://www.amazon.com/dp/B0057UDTL0?psc=1,Not Found,Not Found,,,,,N,,,$140.44,no,,,$250.73,,,,V,8239870148520147357
Birkenstock Arizona Sheepskin Womens Slides Black 41 W EU,123346.0,182194.0,,,190.0,,,AB8PP5ABO5Y5C,1.0,B00T5Z9A48,4.05E+12,4052001539108,B0C6Z24282,Birkenstock,,GB4052001539108,https://www.google.com/search?q=4052001539108+Birkenstock+Arizona+Sheepskin+Womens+Slides+Black+41+W+EU&tbm=shop,N,https://www.amazon.com/dp/B00T5Z9A48?psc=1,"https://www.google.com/shopping/product/4052697674044944852/offers?q=4052001539108&prds=cid:4052697674044944852,cond:1",Urbanstar,96.0,163.2,181.44,189.0,Y,,,$195.18,no,,,$638.87,,,,V,8160505397944543960
"Birkenstock Women's Arizona Soft Sandals, Metallic Copper, 9",6467.0,11545.0,135.0,1.0,135.0,,,A1C20BH4U0AX41,1.0,B0116CPJBU,886454682678,886454682678,B00BUQ4ADQ,Birkenstock,,GB0886454682678,https://www.google.com/search?q=0886454682678+Birkenstock+Women%27s+Arizona+Soft+Sandals%2C+Metallic+Copper%2C+9&tbm=shop,N,https://www.amazon.com/dp/B0116CPJBU?psc=1,Not Found,Not Found,,,,,N,,,$135.00,yes,,,$190.05,,,,V,8138850299350169163
"Birkenstock Women's Boston Shearling Clogs, Stone Coin, Grey, 5 Medium US",81747.0,79024.0,,,291.89,,,-,1.0,B08CS1VPFK,822698370919,822698370919,B01MSYS2UL,Birkenstock,,GB0822698370919,https://www.google.com/search?q=0822698370919+Birkenstock+Women%27s+Boston+Shearling+Clogs%2C+Stone+Coin%2C+Grey%2C+5+Medium+US&tbm=shop,Y,https://www.amazon.com/dp/B08CS1VPFK?psc=1,"https://www.google.com/shopping/product/14814313562422806128/offers?q=0822698370919&prds=cid:14814313562422806128,cond:1",BIRKENSTOCK,165.95,282.11,313.65,290.89,Y,,,$190.06,no,,,$300.73,,,,V,8126396859342780016
Birkenstock Florida Soft Footbed - Birko-Flor™ Black Birko-Flor™ 2 41 (US Women's 10-10.5) Regular,189144.0,241446.0,128.12,31.0,128.12,,,A1C20BH4U0AX41,1.0,B06XD43PT6,809410384751,809410384751,B00H88O92C,Birkenstock,,GB0809410384751,https://www.google.com/search?q=0809410384751+Birkenstock+Florida+Soft+Footbed+-+Birko-Flor%E2%84%A2+Black+Birko-Flor%E2%84%A2+2+41+%28US+Women%27s+10-10.5%29+Regular&tbm=shop,Y,https://www.amazon.com/dp/B06XD43PT6?psc=1,"https://www.google.com/shopping/product/17568135749194182149/offers?q=0809410384751&prds=cid:17568135749194182149,cond:1",Footwear Express,144.95,246.41,273.96,,N,,,$135.00,yes,,,$223.45,,,,V,809436332118595295
"Birkenstock Women's Gizeh Big Buckle Sandals, White, 6 Medium US",179449.0,298828.0,,,160.0,,,A1C20BH4U0AX41,2.0,B08RRQQXWC,822698672808,822698672808,B0BZQKWMQH,Birkenstock,,GB0822698672808,https://www.google.com/search?q=0822698672808+Birkenstock+Women%27s+Gizeh+Big+Buckle+Sandals%2C+White%2C+6+Medium+US&tbm=shop,N,https://www.amazon.com/dp/B08RRQQXWC?psc=1,Not Found,Not Found,,,,,N,,,$160.00,no,,,$267.40,,,,V,8065350956817986831
Birkenstock Unisex Clogs Super-Birki - Green - Woman 4-4.5,201262.0,195620.0,,,99.99,,,A1C20BH4U0AX41,1.0,B000KCV7WI,4.01E+12,4013871267447,B00I84NRP0,Birkenstock,,GB4013871267447,https://www.google.com/search?q=4013871267447+Birkenstock+Unisex+Clogs+Super-Birki+-+Green+-+Woman+4-4.5&tbm=shop,N,https://www.amazon.com/dp/B000KCV7WI?psc=1,Not Found,Not Found,,,,,N,,,$99.99,no,,,$154.99,,,,V,8060491704629937698
Birkenstock 1015399142 Barbados White Eva R 42,231855.0,231624.0,52.0,4.0,52.0,,,A1C20BH4U0AX41,1.0,B08217PB6F,802436765580,802436765580,B07ZS6Y3S7,Birkenstock,,GB0802436765580,https://www.google.com/search?q=0802436765580+Birkenstock+1015399142+Barbados+White+Eva+R+42&tbm=shop,N,https://www.amazon.com/dp/B08217PB6F?psc=1,Not Found,Not Found,,,,,N,,,$52.00,no,,,$89.00,,,,V,8040168232042527079
Birkenstock 1015488139 Honolulu White Eva R 39,97087.0,193927.0,,,69.25,,,A1C20BH4U0AX41,1.0,B088J524H7,802436768734,802436768734,B08P154LKZ,Birkenstock,,GB0802436768734,https://www.google.com/search?q=0802436768734+Birkenstock+1015488139+Honolulu+White+Eva+R+39&tbm=shop,Y,https://www.amazon.com/dp/B088J524H7?psc=1,"https://www.google.com/shopping/product/14011380436251908774/offers?q=0802436768734&prds=cid:14011380436251908774,cond:1",Zappos.com,37.96,64.53,71.74,68.25,Y,,,$78.82,yes,,,$96.16,,,,V,8017886316119153285
Birkenstock Essentials Unisex Gizeh EVA Sandals Metallic Anthracite 38 N EU (US Women's 7-7.5),60855.0,80556.0,,,79.95,,,A1C20BH4U0AX41,1.0,B01FI0URN6,4.05E+12,4052605402914,B09XP33DDH,Birkenstock,,GB4052605402914,https://www.google.com/search?q=4052605402914+Birkenstock+Essentials+Unisex+Gizeh+EVA+Sandals+Metallic+Anthracite+38+N+EU+%28US+Women%27s+7-7.5%29&tbm=shop,N,https://www.amazon.com/dp/B01FI0URN6?psc=1,"https://www.google.com/shopping/product/17085107345245944217/offers?q=4052605402914&prds=cid:17085107345245944217,cond:1",Not Found,,,,,N,,,$79.95,no,,,$125.16,,,,V,7975792833499100807
"Birkenstock Men's Boston Soft Footbed Clogs, Iron, Grey, 10-10.5 Women/8-8.5 Men",294473.0,305471.0,,,,,,-,,B079K9KZW8,886457914097,886457914097,B000GLRPB0,Birkenstock,,GB0886457914097,https://www.google.com/search?q=0886457914097+Birkenstock+Men%27s+Boston+Soft+Footbed+Clogs%2C+Iron%2C+Grey%2C+10-10.5+Women%2F8-8.5+Men&tbm=shop,N,https://www.amazon.com/dp/B079K9KZW8?psc=1,Not Found,Not Found,,,,,N,,,$153.00,no,,,$280.73,,,,V,7972986476655573712
"Birkenstock Men's Slingback Sling Back Sandals, Brown Habana Habana, 12 Narrow",2844524.0,2688970.0,,,184.52,,,A2PM2LFH21HQNQ,1.0,B07RDYRFJ2,4.04E+12,4040714438092,B077J2C2TS,Birkenstock,,GB4040714438092,https://www.google.com/search?q=4040714438092+Birkenstock+Men%27s+Slingback+Sling+Back+Sandals%2C+Brown+Habana+Habana%2C+12+Narrow&tbm=shop,N,https://www.amazon.com/dp/B07RDYRFJ2?psc=1,"https://www.google.com/shopping/product/14558409559810355332/offers?q=4040714438092&prds=cid:14558409559810355332,cond:1",eBay - legendfootwear_us,126.17,214.49,238.46,,N,,,$208.32,no,,,$305.65,,,,V,7970483124650752507
Birkenstock Arizona SFB Black Birko-Flor 9 US Womens / 7 US Mens,188707.0,308769.0,104.81,1.0,104.81,,,AB8PP5ABO5Y5C,3.0,B07D499G4R,4.01E+12,4013871203247,B001EJNJN6,Birkenstock,,GB4013871203247,https://www.google.com/search?q=4013871203247+Birkenstock+Arizona+SFB+Black+Birko-Flor+9+US+Womens+%2F+7+US+Mens&tbm=shop,N,https://www.amazon.com/dp/B07D499G4R?psc=1,"https://www.google.com/shopping/product/14516044867139783332/offers?q=4013871203247&prds=cid:14516044867139783332,cond:1",London Store,60.0,102.0,113.4,103.81,Y,,,$105.12,no,,,$149.99,,,,V,7957020638365960710
Birkenstock 1015399144 Barbados White Eva R 44,232091.0,234935.0,89.5,1.0,89.5,,,A1B43WMIJ58I3U,2.0,B08216BZ8X,802436765641,802436765641,B07ZS6Y3S7,Birkenstock,,GB0802436765641,https://www.google.com/search?q=0802436765641+Birkenstock+1015399144+Barbados+White+Eva+R+44&tbm=shop,Y,https://www.amazon.com/dp/B08216BZ8X?psc=1,"https://www.google.com/shopping/product/4693496739889763870/offers?q=0802436765641&prds=cid:4693496739889763870,cond:1",BIRKENSTOCK,40.9,69.53,77.3,88.5,Y,,,$90.02,no,,,$101.44,,,,V,7942184970309059524
Birkenstock Women's Florida Soft Footbed Birko-Flor Black Sandals - 41 M EU / 10-10.5 B(M) US,396554.0,468764.0,113.24,1.0,113.24,,,A325BWLW9IYYOY,3.0,B00AQDT80E,4.04E+12,4040714384757,B073GX55DY,Birkenstock,,GB4040714384757,https://www.google.com/search?q=4040714384757+Birkenstock+Women%27s+Florida+Soft+Footbed+Birko-Flor+Black+Sandals+-+41+M+EU+%2F+10-10.5+B%28M%29+US&tbm=shop,N,https://www.amazon.com/dp/B00AQDT80E?psc=1,Not Found,Not Found,,,,,N,,,$177.10,no,,,$214.42,,,,V,7941951215939055841
"BIRKENSTOCK Boston Soft Footbed (Unisex) Black Amalfi Leather 42 (US Men's 9-9.5, US Women's 11-11.5) Regular",308247.0,311233.0,179.0,1.0,179.0,,,A1C20BH4U0AX41,3.0,B007CB9NZ8,886454028957,886454028957,B000GLRPB0,Birkenstock,,GB0886454028957,https://www.google.com/search?q=0886454028957+BIRKENSTOCK+Boston+Soft+Footbed+%28Unisex%29+Black+Amalfi+Leather+42+%28US+Men%27s+9-9.5%2C+US+Women%27s+11-11.5%29+Regular&tbm=shop,Y,https://www.amazon.com/dp/B007CB9NZ8?psc=1,"https://www.google.com/shopping/product/4156567261003502084/offers?q=0886454028957&prds=cid:4156567261003502084,cond:1",DICK'S Sporting Goods,159.99,271.98,302.38,,N,,,$179.00,no,,,$280.73,,,,V,7895792642369908073
Birkenstock Florida Soft Footbed - Birko-Flor™ Black Birko-Flor™ 2 42 (US Women's 11-11.5) Regular,70819.0,354727.0,117.95,7.0,117.95,,,A1C20BH4U0AX41,1.0,B06XDLG96Q,809410384768,809410384768,B00H88O92C,Birkenstock,,GB0809410384768,https://www.google.com/search?q=0809410384768+Birkenstock+Florida+Soft+Footbed+-+Birko-Flor%E2%84%A2+Black+Birko-Flor%E2%84%A2+2+42+%28US+Women%27s+11-11.5%29+Regular&tbm=shop,N,https://www.amazon.com/dp/B06XDLG96Q?psc=1,Not Found,Not Found,,,,,N,,,$135.00,yes,,,$233.24,,,,V,7893760818415061804
"BIRKENSTOCK Blue Footbed Casual (Sport), Medium Width, (38) Women 7-7.5",53610.0,60127.0,59.25,7.0,59.25,,,-,0.0,B001HY0HPQ,736399021110,736399021110,B005OUIPAI,Birkenstock,,GB0736399021110,https://www.google.com/search?q=0736399021110+BIRKENSTOCK+Blue+Footbed+Casual+%28Sport%29%2C+Medium+Width%2C+%2838%29+Women+7-7.5&tbm=shop,Y,https://www.amazon.com/dp/B001HY0HPQ?psc=1,"https://www.google.com/shopping/product/7203343127840011017/offers?q=0736399021110&prds=cid:7203343127840011017,cond:1",Not Found,,,,,N,,,,yes,,,$60.00,,,,V,7874712342718248626
"Birkenstock Professional Women's Tokyo Super Grip Leather Black Lthr, 7-7. 5 Narrow",76647.0,83734.0,150.0,3.0,150.0,,,A1C20BH4U0AX41,1.0,B005BIJESA,736399085075,736399085075,B00GAXZO1G,Birkenstock,,GB0736399085075,https://www.google.com/search?q=0736399085075+Birkenstock+Professional+Women%27s+Tokyo+Super+Grip+Leather+Black+Lthr%2C+7-7.+5+Narrow&tbm=shop,N,https://www.amazon.com/dp/B005BIJESA?psc=1,Not Found,Not Found,,,,,N,,,$160.00,yes,,,$165.00,,,,V,7860238470672756645
Birkenstock 1020716336 Arizona SFB Midnight Sd N 36,1396717.0,1803297.0,202.23,1.0,202.23,,,A1B43WMIJ58I3U,2.0,B094NZ1W83,886454862834,886454862834,B0CJ4G3THV,Birkenstock,,GB0886454862834,https://www.google.com/search?q=0886454862834+Birkenstock+1020716336+Arizona+SFB+Midnight+Sd+N+36&tbm=shop,N,https://www.amazon.com/dp/B094NZ1W83?psc=1,Not Found,Not Found,,,,,N,,,$235.09,no,,,$243.09,,,,V,7859232132999058163
Boston Shearling,83021.0,81385.0,197.03,1.0,197.03,,,AB8PP5ABO5Y5C,3.0,B071VK6F8C,4.05E+12,4052605385897,B01MSYS2UL,Birkenstock,,GB4052605385897,https://www.google.com/search?q=4052605385897+Boston+Shearling&tbm=shop,N,https://www.amazon.com/dp/B071VK6F8C?psc=1,Not Found,Not Found,,,,,N,,,$210.07,no,,,$324.21,,,,V,7842726423900970147
"Birkenstock Men's Arizona Exquisite Sandals, Black, 8 Medium US",238256.0,258622.0,220.0,1.0,220.0,,,A1C20BH4U0AX41,3.0,B09MSM8MT7,887759610526,887759610526,B004S98O6G,Birkenstock,,GB0887759610526,https://www.google.com/search?q=0887759610526+Birkenstock+Men%27s+Arizona+Exquisite+Sandals%2C+Black%2C+8+Medium+US&tbm=shop,N,https://www.amazon.com/dp/B09MSM8MT7?psc=1,Not Found,Not Found,,,,,N,,,$223.38,no,,,$356.73,,,,V,7842668082591619263
"Birkenstock Girl's Sandal, Kaki, 6 us",114529.0,1341396.0,,,,,,-,,B08NXJRFPP,4.06E+12,4061416489380,B079PRFQBM,Birkenstock,,GB4061416489380,https://www.google.com/search?q=4061416489380+Birkenstock+Girl%27s+Sandal%2C+Kaki%2C+6+us&tbm=shop,N,https://www.amazon.com/dp/B08NXJRFPP?psc=1,"https://www.google.com/shopping/product/555320172166260901/offers?q=4061416489380&prds=cid:555320172166260901,cond:1",eBay,79.95,135.91,151.11,151.11,Y,,,$79.95,no,,,$81.95,,,,V,7838535400102857363
"Birkenstock Women's Arizona Big Buckle Sandals, Black, 7 Medium US",454488.0,908454.0,,,284.63,,,ANZYNJW9IIF9C,3.0,B09M7MS1CX,887759310556,887759310556,B09M7NT55S,Birkenstock,,GB0887759310556,https://www.google.com/search?q=0887759310556+Birkenstock+Women%27s+Arizona+Big+Buckle+Sandals%2C+Black%2C+7+Medium+US&tbm=shop,Y,https://www.amazon.com/dp/B09M7MS1CX?psc=1,"https://www.google.com/shopping/product/15994166425785363355/offers?q=0887759310556&prds=cid:15994166425785363355,cond:1",BIRKENSTOCK,175.95,299.11,332.55,,N,,,$224.75,no,,,$300.73,,,,V,7756840284863531424
"Birkenstock Men's Open Toe Sandals, Brown Habana, 38 EU Étroit",1878071.0,3381878.0,123.49,3.0,98.5,,,A21OTJ624ZJGCI,6.0,B003AQCBS0,4.04E+12,4040714437545,B000EYBKY2,Birkenstock,,GB4040714437545,https://www.google.com/search?q=4040714437545+Birkenstock+Men%27s+Open+Toe+Sandals%2C+Brown+Habana%2C+38+EU+%C3%89troit&tbm=shop,N,https://www.amazon.com/dp/B003AQCBS0?psc=1,"https://www.google.com/shopping/product/9926832670439519180/offers?q=4040714437545&prds=cid:9926832670439519180,cond:1",Childrensalon,63.99,108.78,120.94,122.49,Y,,,$123.49,no,,,$200.00,,,,V,7742226545218624446
"Birkenstock Men's Zermatt Slippers, Anthracite, Grey, 13 Medium US",2042209.0,1464840.0,,,118.29,,,A27XQSHYXYFFJT,4.0,B07NPZBFY5,802436667273,802436667273,B0CTMLWYW9,Birkenstock,,GB0802436667273,https://www.google.com/search?q=0802436667273+Birkenstock+Men%27s+Zermatt+Slippers%2C+Anthracite%2C+Grey%2C+13+Medium+US&tbm=shop,N,https://www.amazon.com/dp/B07NPZBFY5?psc=1,Not Found,Not Found,,,,,N,,,$128.13,no,,,$135.00,,,,V,7715733893849689976
Birkenstock Professional Unisex Profi Birki Slip Resistant Work Blue,867276.0,1180545.0,,,94.9,,,-,0.0,B000MUZ2A6,4.01E+12,4013871345367,B000ZNPYO4,Birkenstock,,GB4013871345367,https://www.google.com/search?q=4013871345367+Birkenstock+Professional+Unisex+Profi+Birki+Slip+Resistant+Work+Blue&tbm=shop,N,https://www.amazon.com/dp/B000MUZ2A6?psc=1,"https://www.google.com/shopping/product/15111060126825138702/offers?q=4013871345367&prds=cid:15111060126825138702,cond:1",Chiappetta Shoes,99.95,169.91,188.91,,N,,,$118.90,yes,,,$136.93,,,,V,7703531513678203232
Birkenstock 1019363338 Bend Sandcastle Sd N 38,296069.0,315394.0,159.0,8.0,159.0,,,A1C20BH4U0AX41,4.0,B08P3SWKPQ,822698808504,822698808504,B0CBXBKCHM,Birkenstock,,GB0822698808504,https://www.google.com/search?q=0822698808504+Birkenstock+1019363338+Bend+Sandcastle+Sd+N+38&tbm=shop,Y,https://www.amazon.com/dp/B08P3SWKPQ?psc=1,"https://www.google.com/shopping/product/13081067313898373573/offers?q=0822698808504&prds=cid:13081067313898373573,cond:1",REI,155.0,263.5,292.95,,N,,,$159.00,no,,,$259.54,,,,V,7701437689484849253
"Birkenstock Women's Mayari Sandal,Graceful Licorice,41 EU/10-10.5 M US",6014.0,10690.0,,,119.95,,,A2F3U3NJJC3IJO,1.0,B007CGFV2W,886454019764,886454019764,B001EJNMXS,Birkenstock,,GB0886454019764,https://www.google.com/search?q=0886454019764+Birkenstock+Women%27s+Mayari+Sandal%2CGraceful+Licorice%2C41+EU%2F10-10.5+M+US&tbm=shop,N,https://www.amazon.com/dp/B007CGFV2W?psc=1,Not Found,Not Found,,,,,N,,,$119.95,no,,,$183.18,,,,V,768520749733184820
Birkenstock Madrid Big Buckle Black Natural Leather - 1006523 - Color Black - Size: 11.5,865697.0,8168350.0,,,276.95,,,A3LKHEMJ2S42DV,1.0,B071HST4GC,4.05E+12,4054056597300,B086X64H7P,Birkenstock,,GB4054056597300,https://www.google.com/search?q=4054056597300+Birkenstock+Madrid+Big+Buckle+Black+Natural+Leather+-+1006523+-+Color+Black+-+Size%3A+11.5&tbm=shop,N,https://www.amazon.com/dp/B071HST4GC?psc=1,Not Found,Not Found,,,,,N,,,$287.58,no,,,$300.85,,,,V,7684996987550576233
Birkenstock 1014190139 Mayari Wht W/Copper Bf R 39,123417.0,184320.0,93.99,15.0,93.99,,,A1C20BH4U0AX41,1.0,B07H46R3LW,802436413849,802436413849,B0C6Z24282,Birkenstock,,GB0802436413849,https://www.google.com/search?q=0802436413849+Birkenstock+1014190139+Mayari+Wht+W%2FCopper+Bf+R+39&tbm=shop,N,https://www.amazon.com/dp/B07H46R3LW?psc=1,Not Found,Not Found,,,,,N,,,$99.60,yes,,,$215.00,,,,V,7647201334964082322
Birkenstock 1011075342 Arizona Bb Black LTR 42,395533.0,695116.0,170.0,1.0,170.0,,,A1C20BH4U0AX41,3.0,B079RMDP57,886457179373,886457179373,B09M7NT55S,Birkenstock,,GB0886457179373,https://www.google.com/search?q=0886457179373+Birkenstock+1011075342+Arizona+Bb+Black+LTR+42&tbm=shop,N,https://www.amazon.com/dp/B079RMDP57?psc=1,Not Found,Not Found,,,,,N,,,$270.41,no,,,$296.05,,,,V,7626331727204926410
"Birkenstock Women's Arizona Big Buckle Sandals, Black, x_narrow",290015.0,403546.0,155.0,1.0,155.0,,,A1C20BH4U0AX41,2.0,B079RLYK8V,886457179335,886457179335,B0C1HNT23H,Birkenstock,,GB0886457179335,https://www.google.com/search?q=0886457179335+Birkenstock+Women%27s+Arizona+Big+Buckle+Sandals%2C+Black%2C+x_narrow&tbm=shop,N,https://www.amazon.com/dp/B079RLYK8V?psc=1,Not Found,Not Found,,,,,N,,,$218.89,no,,,$284.00,,,,V,7625644184909760693
