Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Custom_SKU,Google_Search_Link,Match,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List,Black_list,PID
Birkenstock 1023263342 Boston SFB Pink Clay Sd N 42,234702,410690,,,280.65,$280.65,$280.19,AYN5A0CZC142X,1,B0BKNMLLPQ,887759835097,887759835097,B08431P38M,Birkenstock,no,GB0887759835097,https://www.google.com/search?q=0887759835097+Birkenstock+1023263342+Boston+SFB+Pink+Clay+Sd+N+42&tbm=shop,N,https://www.amazon.com/dp/B0BKNMLLPQ?psc=1,Not Found,Not Found,,,,,N,V,9999289380098199521
Birkenstock Unisex Arizona Essentials EVA Black Sandals - 46 M EU / 13-13.5 D(M) US,412286,166788,49.95,2,49.95,$130.00,$73.19,A3NL09MFMHKJ6C,2,B00UV55HZ2,886454426531,886454426531,B01NCNBCCK,Birkenstock,yes,GB0886454426531,https://www.google.com/search?q=0886454426531+Birkenstock+Unisex+Arizona+Essentials+EVA+Black+Sandals+-+46+M+EU+%2F+13-13.5+D%28M%29+US&tbm=shop,N,https://www.amazon.com/dp/B00UV55HZ2?psc=1,Not Found,Not Found,,,,,N,V,9988397294319361248
"Birkenstock Girls Heels Open Toe Sandals, Brown Mink Mink, 4.5 Narrow Big Kid",222982,231082,166.41,1,156,$166.41,$170.36,A325BWLW9IYYOY,5,B079NLMVYD,4.04E+12,4044477042770,B01NCNBCCK,Birkenstock,no,GB4044477042770,https://www.google.com/search?q=4044477042770+Birkenstock+Girls+Heels+Open+Toe+Sandals%2C+Brown+Mink+Mink%2C+4.5+Narrow+Big+Kid&tbm=shop,N,https://www.amazon.com/dp/B079NLMVYD?psc=1,Not Found,Not Found,,,,,N,V,9988397294319361248
Birkenstock 1011072138 Arizona Bb Cognac LTR 38,120354,206901,159.95,3,159.95,$284.07,$163.10,A2F3U3NJJC3IJO,2,B08XDYSKMN,886457178062,886457178062,B09M7NT55S,Birkenstock,no,GB0886457178062,https://www.google.com/search?q=0886457178062+Birkenstock+1011072138+Arizona+Bb+Cognac+LTR+38&tbm=shop,Y,https://www.amazon.com/dp/B08XDYSKMN?psc=1,"https://www.google.com/shopping/product/9971120641833353431/offers?q=0886457178062&prds=cid:9971120641833353431,cond:1",eBay - shoes_n_fashion,169.95,288.91,321.21,,N,V,9971120641833353431
Birkenstock Women's Gizeh Cork Footbed Thong Sandal Mocha 37 Medium EU,26482,25558,99.95,,99.95,$99.99,$109.35,A1JIMDWAF1I1XQ,1,B000MSU7VC,4.01E+12,4013871891109,B000EYBKY2,Birkenstock,yes,GB4013871891109,https://www.google.com/search?q=4013871891109+Birkenstock+Women%27s+Gizeh+Cork+Footbed+Thong+Sandal+Mocha+37+Medium+EU&tbm=shop,N,https://www.amazon.com/dp/B000MSU7VC?psc=1,"https://www.google.com/shopping/product/7401470066344885671/offers?q=4013871891109&prds=cid:7401470066344885671,cond:1",Not Found,,,,,N,V,9964899731115764741
Birkenstock 1015399145 Barbados White Eva R 45,2736033,3718630,79.95,3,79.95,$99.08,$79.95,A1C20BH4U0AX41,3,B08216Z1ZN,802436765672,802436765672,B08431P38M,Birkenstock,no,GB0802436765672,https://www.google.com/search?q=0802436765672+Birkenstock+1015399145+Barbados+White+Eva+R+45&tbm=shop,N,https://www.amazon.com/dp/B08216Z1ZN?psc=1,Not Found,Not Found,,,,,N,V,9959419251790444059
Birkenstock Zermatt Shearling 41 Narrow Cacao/Natural,664042,807324,,,109.95,$189.98,$135.00,A1C20BH4U0AX41,1,B07P15CLDK,822698099759,822698099759,B09L2NTVZC,Birkenstock,yes,GB0822698099759,https://www.google.com/search?q=0822698099759+Birkenstock+Zermatt+Shearling+41+Narrow+Cacao%2FNatural&tbm=shop,N,https://www.amazon.com/dp/B07P15CLDK?psc=1,Not Found,Not Found,,,,,N,V,9955760254824381823
Birkenstock New York Kids Black Birko-Flor 4 US Junior,1461178,2223859,71.58,1,71.58,$118.52,$71.58,A15AGXA4VOK562,2,B01BKUDNIE,"4052605232016, 5713757944743","4052605232016, 5713757944743",B07N6MNXCM,Birkenstock,no,"GB4052605232016, 5713757944743",https://www.google.com/search?q=4052605232016%2C+5713757944743+Birkenstock+New+York+Kids+Black+Birko-Flor+4+US+Junior&tbm=shop,N,https://www.amazon.com/dp/B01BKUDNIE?psc=1,Not Found,Not Found,,,,,N,V,9955216803632602473
"Birkenstock Arizona Shearling VL Women's Sandals, Pink, Size 10/10.5 US",78868,169976,164.49,1,164.49,$255.95,$203.44,AB8PP5ABO5Y5C,1,B09HKVB1JW,4.06E+12,4061416832223,B01MSYS2UL,Birkenstock,no,GB4061416832223,https://www.google.com/search?q=4061416832223+Birkenstock+Arizona+Shearling+VL+Women%27s+Sandals%2C+Pink%2C+Size+10%2F10.5+US&tbm=shop,N,https://www.amazon.com/dp/B09HKVB1JW?psc=1,"https://www.google.com/shopping/product/4696768482848977839/offers?q=4061416832223&prds=cid:4696768482848977839,cond:1",BHFO,90.99,154.68,171.97,163.49,Y,V,9940618958077276581
Birkenstock Super Birki Blue EU 43,212151,440044,,,99.95,$125.00,$99.95,A1C20BH4U0AX41,1,B000XDPJXW,736399267761,736399267761,B00I84NRP0,Birkenstock,no,GB0736399267761,https://www.google.com/search?q=0736399267761+Birkenstock+Super+Birki+Blue+EU+43&tbm=shop,Y,https://www.amazon.com/dp/B000XDPJXW?psc=1,"https://www.google.com/shopping/product/9924383621637117675/offers?q=0736399267761&prds=cid:9924383621637117675,cond:1",Zappos.com,89.95,152.91,170.01,,N,V,9924383621637117675
"Birkenstock Buckley Shearling Narrow Narrow Unisex Shoes Size 10, Color: Tea",515501,400950,167,1,167,$318.99,$170.00,A1C20BH4U0AX41,3,B08C4MCSFP,822698499320,822698499320,B0C2VGKD7H,Birkenstock,yes,GB0822698499320,https://www.google.com/search?q=0822698499320+Birkenstock+Buckley+Shearling+Narrow+Narrow+Unisex+Shoes+Size+10%2C+Color%3A+Tea&tbm=shop,Y,https://www.amazon.com/dp/B08C4MCSFP?psc=1,"https://www.google.com/shopping/product/4748399489369597780/offers?q=0822698499320&prds=cid:4748399489369597780,cond:1",SoftMoc Shoes,189.99,322.98,359.08,,N,V,9924186397363304505
Birkenstock Women's Arizona Birko-Flor White Patent 40 N,80893,77161,,,187.98,$190.03,$188.47,A1B43WMIJ58I3U,2,B071P7K6MM,886925577250,886925577250,B01MSYS2UL,Birkenstock,yes,GB0886925577250,https://www.google.com/search?q=0886925577250+Birkenstock+Women%27s+Arizona+Birko-Flor+White+Patent+40+N&tbm=shop,N,https://www.amazon.com/dp/B071P7K6MM?psc=1,Not Found,Not Found,,,,,N,V,9913809581176098892
"BIRKENSTOCK Women's House Slippers flip Flops, Gold, 11",163607,215991,94,2,94,$220.29,$94.00,A1C20BH4U0AX41,2,B07ZQL8LFX,4.04E+12,4043734691744,B079JCM71S,Birkenstock,no,GB4043734691744,https://www.google.com/search?q=4043734691744+BIRKENSTOCK+Women%27s+House+Slippers+flip+Flops%2C+Gold%2C+11&tbm=shop,N,https://www.amazon.com/dp/B07ZQL8LFX?psc=1,Not Found,Not Found,,,,,N,V,9905929632846682133
Birkenstock Women's Florida Soft Footbed Birko-Flor Blau Sandals - 7.5 M US,3066910,5441046,159.9,1,141,$236.95,$159.90,A3LKHEMJ2S42DV,1,B00AQDTEMQ,4.04E+12,4040714064031,B01BR6MK6C,Birkenstock,no,GB4040714064031,https://www.google.com/search?q=4040714064031+Birkenstock+Women%27s+Florida+Soft+Footbed+Birko-Flor+Blau+Sandals+-+7.5+M+US&tbm=shop,N,https://www.amazon.com/dp/B00AQDTEMQ?psc=1,"https://www.google.com/shopping/product/8828492581911219506/offers?q=4040714064031&prds=cid:8828492581911219506,cond:1",eBay - angelseller,99.99,169.98,188.98,,N,V,9900024573036632252
Birkenstock 1023943137 Gizeh Copper Bf R 37,190143,306450,,,181.18,$198.33,$174.44,A1B43WMIJ58I3U,2,B0BSMV5GDF,192761013266,192761013266,B001EJNJN6,Birkenstock,yes,GB0192761013266,https://www.google.com/search?q=0192761013266+Birkenstock+1023943137+Gizeh+Copper+Bf+R+37&tbm=shop,Y,https://www.amazon.com/dp/B0BSMV5GDF?psc=1,"https://www.google.com/shopping/product/11815608483793089045/offers?q=0192761013266&prds=cid:11815608483793089045,cond:1",JacobTime.com,105.8,179.86,199.96,180.18,Y,V,9893648934761678462
Birkenstock Women's Arizona Sandals Brown in Size US 6-6.5 Narrow,6550,11530,,,181.95,$218.95,$209.10,A3LKHEMJ2S42DV,1,B00UJPF8PI,4.04E+12,4040714059280,B00BUQ4ADQ,Birkenstock,no,GB4040714059280,https://www.google.com/search?q=4040714059280+Birkenstock+Women%27s+Arizona+Sandals+Brown+in+Size+US+6-6.5+Narrow&tbm=shop,N,https://www.amazon.com/dp/B00UJPF8PI?psc=1,"https://www.google.com/shopping/product/13975289924233750397/offers?q=4040714059280&prds=cid:13975289924233750397,cond:1",Childrensalon,63.99,108.78,120.94,180.95,Y,V,9889859631314101882
"Birkenstock Men's Kyoto Shoes - Regular Width, Taupe, Tan, 13 Medium US",427844,691684,173.38,1,159.99,$250.73,$139.54,A1QFV54JFUWZAD,5,B07YDHFMRV,802436796980,802436796980,B0CJQ158NS,Birkenstock,no,GB0802436796980,https://www.google.com/search?q=0802436796980+Birkenstock+Men%27s+Kyoto+Shoes+-+Regular+Width%2C+Taupe%2C+Tan%2C+13+Medium+US&tbm=shop,Y,https://www.amazon.com/dp/B07YDHFMRV?psc=1,"https://www.google.com/shopping/product/7064802797466852081/offers?q=0802436796980&prds=cid:7064802797466852081,cond:1",eBay - shopsmart500,130,221,245.7,,N,V,9888336107789110083
Birkenstock Men's Milano Soft Footbed 37 Amalfi Lthr Black,236029,335351,140,12,140,$159.50,$140.00,A1C20BH4U0AX41,1,B00ES8FY3S,886454142042,886454142042,B00ES8FEQK,Birkenstock,no,GB0886454142042,https://www.google.com/search?q=0886454142042+Birkenstock+Men%27s+Milano+Soft+Footbed+37+Amalfi+Lthr+Black&tbm=shop,N,https://www.amazon.com/dp/B00ES8FY3S?psc=1,Not Found,Not Found,,,,,N,V,9880459619201657190
"Birkenstock Men's Arizona Shearling Sandals, Red Wool, 14-14.5 Women/12-12.5 Men",98235,120601,117.43,1,115,$125.00,$115.00,A1C20BH4U0AX41,1,B08CS15CJ2,822698494400,822698494400,B073H46FB1,Birkenstock,yes,GB0822698494400,https://www.google.com/search?q=0822698494400+Birkenstock+Men%27s+Arizona+Shearling+Sandals%2C+Red+Wool%2C+14-14.5+Women%2F12-12.5+Men&tbm=shop,N,https://www.amazon.com/dp/B08CS15CJ2?psc=1,Not Found,Not Found,,,,,N,V,9870383094959734552
Birkenstock Women's Mayari Lilac Nubuck 37 R,5956,10876,109,1,109,$135.00,$103.24,A1C20BH4U0AX41,1,B07FKGDCSL,802436407688,802436407688,B001EJNMXS,Birkenstock,no,GB0802436407688,https://www.google.com/search?q=0802436407688+Birkenstock+Women%27s+Mayari+Lilac+Nubuck+37+R&tbm=shop,N,https://www.amazon.com/dp/B07FKGDCSL?psc=1,Not Found,Not Found,,,,,N,V,9867294012140215189
"Birkenstock Boston Classic Arch Clog,Black Oiled Leather,38 M EU",166037,197142,123.59,1,123.59,$243.36,$133.92,A1QFV54JFUWZAD,4,B004S9987U,809410997357,809410997357,B074KPK8JG,Birkenstock,no,GB0809410997357,https://www.google.com/search?q=0809410997357+Birkenstock+Boston+Classic+Arch+Clog%2CBlack+Oiled+Leather%2C38+M+EU&tbm=shop,Y,https://www.amazon.com/dp/B004S9987U?psc=1,"https://www.google.com/shopping/product/649341523062324436/offers?q=0809410997357&prds=cid:649341523062324436,cond:1",END. Clothing,209,355.3,395.01,,N,V,9861545343939353467
"Birkenstock Granada Sandal,Black Birkibuc,42 N EU",235614,251357,155,2,154.94,$193.47,$154.94,A39BYP53PD01TR,4,B001EJNHVA,736399742183,736399742183,B004S98O6G,Birkenstock,no,GB0736399742183,https://www.google.com/search?q=0736399742183+Birkenstock+Granada+Sandal%2CBlack+Birkibuc%2C42+N+EU&tbm=shop,Y,https://www.amazon.com/dp/B001EJNHVA?psc=1,"https://www.google.com/shopping/product/9844304965999813358/offers?q=0736399742183&prds=cid:9844304965999813358,cond:1",Not Found,,,,,N,V,9844304965999813358
"Birkenstock Women's Passe-pouces Mayari Birko-Flor Gold Sandal, 10 Wide",6029,10839,,,,$99.00,,-,,B07ZS841M8,4.04E+12,4043734794681,B001EJNMXS,Birkenstock,no,GB4043734794681,https://www.google.com/search?q=4043734794681+Birkenstock+Women%27s+Passe-pouces+Mayari+Birko-Flor+Gold+Sandal%2C+10+Wide&tbm=shop,N,https://www.amazon.com/dp/B07ZS841M8?psc=1,"https://www.google.com/shopping/product/8508893429200973829/offers?q=4043734794681&prds=cid:8508893429200973829,cond:1",Zappos.com,140,238,264.6,264.6,Y,V,9822987209800205429
Birkenstock Unisex Clogs Super-Birki - As Ciel Blue Light - Woman 4-4.5,210066,218076,99.99,1,99.99,$99.99,$99.99,A1C20BH4U0AX41,1,B00O51AK3M,4.04E+12,4039855467177,B00I84NRP0,Birkenstock,no,GB4039855467177,https://www.google.com/search?q=4039855467177+Birkenstock+Unisex+Clogs+Super-Birki+-+As+Ciel+Blue+Light+-+Woman+4-4.5&tbm=shop,N,https://www.amazon.com/dp/B00O51AK3M?psc=1,Not Found,Not Found,,,,,N,V,9810933892418413318
Birkenstock 1015398142 Barbados Black Eva R 42,243093,243813,,,74.95,$95.00,$74.95,A1C20BH4U0AX41,2,B08216S8YH,802436765221,802436765221,B07ZS6Y3S7,Birkenstock,no,GB0802436765221,https://www.google.com/search?q=0802436765221+Birkenstock+1015398142+Barbados+Black+Eva+R+42&tbm=shop,Y,https://www.amazon.com/dp/B08216S8YH?psc=1,"https://www.google.com/shopping/product/620532813168583407/offers?q=0802436765221&prds=cid:620532813168583407,cond:1",BIRKENSTOCK,40.9,69.53,77.3,73.95,Y,V,9790382636298563017
"Birkenstock Womens Arizona Open Toe Casual Slide Sandals Taupe, 9-9.5",270037,409856,,,155,$249.14,$170.68,A1C20BH4U0AX41,4,B0026MZ3TI,4.04E+12,4040714342719,B0CHSH6BK4,Birkenstock,no,GB4040714342719,https://www.google.com/search?q=4040714342719+Birkenstock+Womens+Arizona+Open+Toe+Casual+Slide+Sandals+Taupe%2C+9-9.5&tbm=shop,N,https://www.amazon.com/dp/B0026MZ3TI?psc=1,Not Found,Not Found,,,,,N,V,9789351125352159289
"Birkenstock Stalon Nubuck Leather Narrow Women (10, Graphite)",627704,474737,199.92,3,199.9,$350.73,$165.49,A1B43WMIJ58I3U,2,B08GJ6LZ3V,822698270387,822698270387,B0CQTL5RM5,Birkenstock,yes,GB0822698270387,https://www.google.com/search?q=0822698270387+Birkenstock+Stalon+Nubuck+Leather+Narrow+Women+%2810%2C+Graphite%29&tbm=shop,Y,https://www.amazon.com/dp/B08GJ6LZ3V?psc=1,"https://www.google.com/shopping/product/3143438721002460923/offers?q=0822698270387&prds=cid:3143438721002460923,cond:1",DICK'S Sporting Goods,199.99,339.98,377.98,,N,V,9785449099082619780
Birkenstock 16653343 London Habana Oiled Ltr 43,592174,496354,170,2,170,$190.00,$170.00,A1C20BH4U0AX41,1,B00IMORPC2,886454411384,886454411384,B073LCK964,Birkenstock,no,GB0886454411384,https://www.google.com/search?q=0886454411384+Birkenstock+16653343+London+Habana+Oiled+Ltr+43&tbm=shop,Y,https://www.amazon.com/dp/B00IMORPC2?psc=1,"https://www.google.com/shopping/product/5404816395024310401/offers?q=0886454411384&prds=cid:5404816395024310401,cond:1",eBay,158,268.6,298.62,,N,V,97755868729642257
"Birkenstock Kay SL WB NL Men's Clogs, Color: Black, Size: 40 EU, W 9-9.5, M 7-7.5",455708,449071,104.9,17,104.9,$231.95,$127.08,-,0,B00N1OGEJI,4.05E+12,4052001429027,B013H0F612,Birkenstock,yes,GB4052001429027,https://www.google.com/search?q=4052001429027+Birkenstock+Kay+SL+WB+NL+Men%27s+Clogs%2C+Color%3A+Black%2C+Size%3A+40+EU%2C+W+9-9.5%2C+M+7-7.5&tbm=shop,N,https://www.amazon.com/dp/B00N1OGEJI?psc=1,Not Found,Not Found,,,,,N,V,9766155989736922640
Birkenstock 1015488143 Honolulu White Eva R 43,285287,567873,,,74.95,$79.95,$74.95,A1C20BH4U0AX41,1,B088J52XJG,802436768857,802436768857,B08P154LKZ,Birkenstock,yes,GB0802436768857,https://www.google.com/search?q=0802436768857+Birkenstock+1015488143+Honolulu+White+Eva+R+43&tbm=shop,Y,https://www.amazon.com/dp/B088J52XJG?psc=1,"https://www.google.com/shopping/product/12728164316327255971/offers?q=0802436768857&prds=cid:12728164316327255971,cond:1",Zappos.com,37.96,64.53,71.74,73.95,Y,V,9752996401572662280
Birkenstock Unisex Arizona Black Oiled Leather Sandals - 42 M EU / 11-11.5 B(M) US,81061,78418,109.95,228,109.95,$235.94,$139.99,A1C20BH4U0AX41,1,B00LT9LB04,886454504376,886454504376,B01MSYS2UL,Birkenstock,yes,GB0886454504376,https://www.google.com/search?q=0886454504376+Birkenstock+Unisex+Arizona+Black+Oiled+Leather+Sandals+-+42+M+EU+%2F+11-11.5+B%28M%29+US&tbm=shop,N,https://www.amazon.com/dp/B00LT9LB04?psc=1,Not Found,Not Found,,,,,N,V,9747962291763667062
"Birkenstock Women's Arizona Shearling Sandals, Mink, Tan, 11-11.5 Narrow US",291211,265656,168.01,12,160,$275.71,$160.00,"A1C20BH4U0AX41, A1QFV54JFUWZAD",3,B01ATZWV7U,886925294270,886925294270,B011U2P4NY,Birkenstock,yes,GB0886925294270,https://www.google.com/search?q=0886925294270+Birkenstock+Women%27s+Arizona+Shearling+Sandals%2C+Mink%2C+Tan%2C+11-11.5+Narrow+US&tbm=shop,N,https://www.amazon.com/dp/B01ATZWV7U?psc=1,Not Found,Not Found,,,,,N,V,9743316413363576507
"Birkenstock Women's GIzeh Thong Sandal, Stone, 42 M EU/11-11.5 B(M) US",14205,21651,,2,98.01,$177.50,$89.95,A39BYP53PD01TR,4,B004786R58,809410221377,809410221377,B004EIHD18,Birkenstock,no,GB0809410221377,https://www.google.com/search?q=0809410221377+Birkenstock+Women%27s+GIzeh+Thong+Sandal%2C+Stone%2C+42+M+EU%2F11-11.5+B%28M%29+US&tbm=shop,Y,https://www.amazon.com/dp/B004786R58?psc=1,"https://www.google.com/shopping/product/14270269569388872293/offers?q=0809410221377&prds=cid:14270269569388872293,cond:1",HSN,99.95,169.91,188.91,,N,V,9733316200533276929
"Birkenstock Men's Kyoto Grip Suede Slides, Midnight, Blue, 12-12.5 Women/10-10.5 Men",1318941,1749951,167.74,1,167.74,$277.45,$243.39,AB8PP5ABO5Y5C,3,B09NCJSTHD,886454865521,886454865521,B0CJ4G3THV,Birkenstock,no,GB0886454865521,https://www.google.com/search?q=0886454865521+Birkenstock+Men%27s+Kyoto+Grip+Suede+Slides%2C+Midnight%2C+Blue%2C+12-12.5+Women%2F10-10.5+Men&tbm=shop,N,https://www.amazon.com/dp/B09NCJSTHD?psc=1,Not Found,Not Found,,,,,N,V,973214390278025339
"Birkenstock Women's Boston Shearling Clogs, Stone Coin, Grey, 11 Medium US",82491,77703,,,291.89,$311.27,$293.19,ANZYNJW9IIF9C,3,B08CRXV24C,822698371091,822698371091,B01MSYS2UL,Birkenstock,no,GB0822698371091,https://www.google.com/search?q=0822698371091+Birkenstock+Women%27s+Boston+Shearling+Clogs%2C+Stone+Coin%2C+Grey%2C+11+Medium+US&tbm=shop,N,https://www.amazon.com/dp/B08CRXV24C?psc=1,Not Found,Not Found,,,,,N,V,9722945109743932634
Birkenstock 1024588337 Arizona Sky Blue Eva N 37,228366,7329089,54.21,4,54.21,$119.28,$77.82,A2NAYECE018437,3,B0BTBTF7X5,192761199366,192761199366,B08431P38M,Birkenstock,yes,GB0192761199366,https://www.google.com/search?q=0192761199366+Birkenstock+1024588337+Arizona+Sky+Blue+Eva+N+37&tbm=shop,Y,https://www.amazon.com/dp/B0BTBTF7X5?psc=1,"https://www.google.com/shopping/product/4570704677945629885/offers?q=0192761199366&prds=cid:4570704677945629885,cond:1",Zappos.com,59.95,101.92,113.31,,N,V,9715164485298829991
Birkenstock Florida Soft Footbed - Birko-Flor™ Black Birko-Flor™ 2 37 (US Women's 6-6.5) Regular,72416,190273,83.11,,83.11,$112.00,$99.12,A1QFV54JFUWZAD,3,B06XDC6ZFG,809410384713,809410384713,B00H88O92C,Birkenstock,yes,GB0809410384713,https://www.google.com/search?q=0809410384713+Birkenstock+Florida+Soft+Footbed+-+Birko-Flor%E2%84%A2+Black+Birko-Flor%E2%84%A2+2+37+%28US+Women%27s+6-6.5%29+Regular&tbm=shop,Y,https://www.amazon.com/dp/B06XDC6ZFG?psc=1,"https://www.google.com/shopping/product/15769513699317918497/offers?q=0809410384713&prds=cid:15769513699317918497,cond:1",eBay,100.1,170.17,189.19,,N,V,9710237274143458121
"Birkenstock Women's, Gizeh Sandal - Regular Width",14302,21643,135,1,135,$199.12,$161.88,A1C20BH4U0AX41,3,B08P2D6D39,822698552483,822698552483,B004EIHD18,Birkenstock,no,GB0822698552483,https://www.google.com/search?q=0822698552483+Birkenstock+Women%27s%2C+Gizeh+Sandal+-+Regular+Width&tbm=shop,N,https://www.amazon.com/dp/B08P2D6D39?psc=1,Not Found,Not Found,,,,,N,V,9709715464128521024
Birkenstock 1018924330 Arizona Kid Black Eva N 30,315273,671540,34.95,3,34.95,$91.52,$48.62,A1QFV54JFUWZAD,3,B08P3NGC13,822698677452,822698677452,B0792HC62X,Birkenstock,no,GB0822698677452,https://www.google.com/search?q=0822698677452+Birkenstock+1018924330+Arizona+Kid+Black+Eva+N+30&tbm=shop,Y,https://www.amazon.com/dp/B08P3NGC13?psc=1,"https://www.google.com/shopping/product/8379602346152437307/offers?q=0822698677452&prds=cid:8379602346152437307,cond:1",BIRKENSTOCK,40.9,69.53,77.3,,N,V,9690877198773381228
"Birkenstock Women's, Zermatt Slipper",545039,2632822,,,127.92,$184.46,$140.83,A2E1VN4OEXE0LB,3,B08G8VCGV8,822698342053,822698342053,B0CM9H7NRX,Birkenstock,no,GB0822698342053,https://www.google.com/search?q=0822698342053+Birkenstock+Women%27s%2C+Zermatt+Slipper&tbm=shop,N,https://www.amazon.com/dp/B08G8VCGV8?psc=1,Not Found,Not Found,,,,,N,V,9689842719387421911
"Birkenstock Mens Gary Loafer, Ginger Suede, Size 43 EU (10-10.5 M US Men)",429892,456013,139.99,2,139.99,$140.00,$139.99,A3DWKZ9596KIR2,3,B089FXLP3J,822698450321,822698450321,B0BZQKQ78G,Birkenstock,no,GB0822698450321,https://www.google.com/search?q=0822698450321+Birkenstock+Mens+Gary+Loafer%2C+Ginger+Suede%2C+Size+43+EU+%2810-10.5+M+US+Men%29&tbm=shop,Y,https://www.amazon.com/dp/B089FXLP3J?psc=1,"https://www.google.com/shopping/product/9671997014366237137/offers?q=0822698450321&prds=cid:9671997014366237137,cond:1",eBay - avaconnect,139.99,237.98,264.58,,N,V,9671997014366237137
Birkenstock Womens Madrid Pearl White Birko-Flor Sandals 37 EU,377531,476472,,,152.95,$166.95,$165.40,A3LKHEMJ2S42DV,1,B00JDHLQY0,4.04E+12,4040714891439,B073GX55DY,Birkenstock,no,GB4040714891439,https://www.google.com/search?q=4040714891439+Birkenstock+Womens+Madrid+Pearl+White+Birko-Flor+Sandals+37+EU&tbm=shop,N,https://www.amazon.com/dp/B00JDHLQY0?psc=1,Not Found,Not Found,,,,,N,V,9670856075247172144
Birkenstock Unisex Arizona Velvet Gray Sandals - 45 M EU/12-12.5 B(M) US Men,6439,11415,139,1,139,$250.73,$159.24,A27XQSHYXYFFJT,6,B007C1O5VA,886454028261,886454028261,B00BUQ4ADQ,Birkenstock,no,GB0886454028261,https://www.google.com/search?q=0886454028261+Birkenstock+Unisex+Arizona+Velvet+Gray+Sandals+-+45+M+EU%2F12-12.5+B%28M%29+US+Men&tbm=shop,N,https://www.amazon.com/dp/B007C1O5VA?psc=1,Not Found,Not Found,,,,,N,V,9670702422560590051
"Birkenstock Women's Gizeh Birko-Flor Flip Flops, Antique Lace, 8",13915,21311,172.78,1,148.98,$208.09,$171.33,A2PM2LFH21HQNQ,1,B076SZYJQQ,4.05E+12,4052001504588,B004EIHD18,Birkenstock,no,GB4052001504588,https://www.google.com/search?q=4052001504588+Birkenstock+Women%27s+Gizeh+Birko-Flor+Flip+Flops%2C+Antique+Lace%2C+8&tbm=shop,N,https://www.amazon.com/dp/B076SZYJQQ?psc=1,"https://www.google.com/shopping/product/884988042507244946/offers?q=4052001504588&prds=cid:884988042507244946,cond:1",Not Found,,,,,N,V,9666941868312882215
Birkenstock Clogs ''Boston'' from Leather in Black 47.0 EU N,172586,376945,,,198.95,$253.95,$227.33,A3LKHEMJ2S42DV,2,B003AQC0V8,4.01E+12,4013871044499,B074KPK8JG,Birkenstock,no,GB4013871044499,https://www.google.com/search?q=4013871044499+Birkenstock+Clogs+%27%27Boston%27%27+from+Leather+in+Black+47.0+EU+N&tbm=shop,N,https://www.amazon.com/dp/B003AQC0V8?psc=1,"https://www.google.com/shopping/product/1672510332877683586/offers?q=4013871044499&prds=cid:1672510332877683586,cond:1",eBay - seventyonedemon,108.99,185.28,205.99,197.95,Y,V,9661982453156150944
"Birkenstock Women's Arizona Big Buckle Sandals, White, 8 Narrow US",410119,707581,179.9,1,179.9,$284.07,$179.90,A1C20BH4U0AX41,4,B07XVBVXQZ,822698174784,822698174784,B09M7NT55S,Birkenstock,no,GB0822698174784,https://www.google.com/search?q=0822698174784+Birkenstock+Women%27s+Arizona+Big+Buckle+Sandals%2C+White%2C+8+Narrow+US&tbm=shop,Y,https://www.amazon.com/dp/B07XVBVXQZ?psc=1,"https://www.google.com/shopping/product/16219680805039229110/offers?q=0822698174784&prds=cid:16219680805039229110,cond:1",BSTN Store,99.99,169.98,188.98,178.9,Y,V,9645466849279808033
Arizona EVA Regular Khaki Size US Men 9/Women 11,80433,78777,,,119.86,$138.95,$89.26,A1B43WMIJ58I3U,2,B08NXJK398,4.06E+12,4061416328474,B01MSYS2UL,Birkenstock,no,GB4061416328474,https://www.google.com/search?q=4061416328474+Arizona+EVA+Regular+Khaki+Size+US+Men+9%2FWomen+11&tbm=shop,N,https://www.amazon.com/dp/B08NXJK398?psc=1,"https://www.google.com/shopping/product/4413384694826338376/offers?q=4061416328474&prds=cid:4413384694826338376,cond:1",HSN,49.95,84.92,94.41,118.86,Y,V,9643504896656368332
Birkenstock 1019723339 Bend Midnight Cv N 39,286406,310077,139.95,2,139.95,$243.36,$153.42,A2F3U3NJJC3IJO,5,B08P3QKQW1,822698898369,822698898369,B0CBXBKCHM,Birkenstock,no,GB0822698898369,https://www.google.com/search?q=0822698898369+Birkenstock+1019723339+Bend+Midnight+Cv+N+39&tbm=shop,Y,https://www.amazon.com/dp/B08P3QKQW1?psc=1,"https://www.google.com/shopping/product/6436466090823073117/offers?q=0822698898369&prds=cid:6436466090823073117,cond:1",Not Found,,,,,N,V,9643487453148098445
